,Cod_cliente,Ultima_Compra,Total_transacoes,Valor_total_gasto,Avg_transacao,diversidade_produtos,Dia_fav_compra,UK,Gastos_medios_mensais,Desvio_padrao_gastos_mensais,Tendencia_gastos
2237,15442,248,2,594.0,297.0,2,1,1,594.0,0.0,0.0
2238,15443,1,382,3236.91,8.47,237,6,1,539.485,337.0409309119592,78.91400000000002
2239,15444,9,219,1418.26,6.48,191,2,1,709.1299999999999,517.9274329478986,732.4599999999999
2240,15445,264,5,113.5,22.7,5,6,1,113.5,0.0,0.0
2241,15447,330,9,155.17000000000002,17.24,9,3,1,155.17000000000002,0.0,0.0
2242,15448,312,28,494.64,17.67,28,0,1,494.64,0.0,0.0
2243,15449,26,60,974.52,16.24,47,2,1,324.84,22.13651282383925,-9.550000000000011
2244,15450,30,30,429.84,14.33,30,2,1,429.84,0.0,0.0
2245,15452,29,58,538.73,9.29,47,6,1,179.57666666666668,62.03608331715772,-60.92499999999999
2246,15453,1,286,1388.37,4.85,169,3,1,231.395,96.34852583200224,-13.00942857142857
2247,15454,362,25,179.1,7.16,23,6,1,179.1,0.0,0.0
2248,15456,283,60,447.22,7.45,48,1,1,223.61,27.732727958136405,-39.22
2249,15457,262,58,237.07,4.09,56,1,1,237.07,0.0,0.0
2250,15458,25,7,161.64,23.09,7,0,1,161.64,0.0,0.0
2251,15460,354,58,216.76,3.74,53,0,1,216.76,0.0,0.0
2252,15462,94,11,234.6,21.33,9,1,1,78.2,23.20948082142296,-20.1
2253,15463,29,7,126.14,18.02,7,3,1,126.14,0.0,0.0
2254,15464,338,157,1048.85,6.68,155,2,1,1048.85,0.0,0.0
2255,15465,19,97,7354.62,75.82,43,6,1,735.462,401.67770803081527,-63.70472727272728
2256,15466,85,57,334.53,5.87,56,3,1,334.53,0.0,0.0
2257,15467,9,52,524.88,10.09,41,6,1,262.44,198.1596043597181,-280.24
2258,15468,51,24,467.51,19.48,24,2,1,467.51,0.0,0.0
2259,15469,50,24,538.55,22.44,24,3,1,269.275,49.53283002211764,-70.05000000000001
2260,15471,2,77,469.48,6.1,67,2,1,469.48,0.0,0.0
2261,15472,113,76,371.56,4.89,76,3,1,371.56,0.0,0.0
2262,15473,14,11,1771.2,161.02,4,0,1,885.6,242.67904730322317,-343.20000000000005
2263,15475,77,29,454.11,15.66,29,4,1,454.11,0.0,0.0
2264,15478,40,46,1441.42,31.34,34,4,1,1441.42,0.0,0.0
2265,15480,116,45,905.5,20.12,45,0,0,905.5,0.0,0.0
2266,15482,15,97,11014.96,113.56,45,0,1,2202.992,3347.736152405085,1494.1840000000002
2267,15483,161,88,233.81,2.66,74,4,1,116.905,2.906208870676705,4.109999999999999
2268,15484,1,188,3594.31,19.12,135,3,1,898.5775,532.1038648218347,-239.159
2269,15485,30,86,2575.0,29.94,59,2,1,858.3333333333334,490.39595393246594,173.13999999999993
2270,15488,92,2,91.32,45.66,2,3,1,91.32,0.0,0.0
2271,15489,22,50,1134.28,22.69,47,3,1,378.0933333333333,55.9522808590797,-2.4399999999999977
2272,15491,95,154,3100.09,20.13,108,0,1,620.018,290.8583283490435,-167.80700000000002
2273,15492,28,35,659.46,18.84,32,0,1,329.73,223.4598849905728,-316.02
2274,15493,32,297,2001.8,6.74,177,0,1,500.45,141.68401485935755,38.78799999999999
2275,15494,21,125,1299.23,10.39,120,2,1,649.615,675.6617426271818,-955.53
2276,15497,17,15,1262.2,84.15,13,0,1,631.1,480.1255044256658,-679.0
2277,15498,2,512,13316.4,26.01,360,3,1,1210.5818181818183,669.3384741491883,-45.84163636363638
2278,15500,8,68,1131.56,16.64,64,0,1,377.18666666666667,99.68801800283391,-69.88000000000002
2279,15502,15,209,6923.98,33.13,163,0,1,1384.7959999999998,1195.351353464746,-195.346
2280,15503,362,70,147.09,2.1,66,6,1,147.09,0.0,0.0
2281,15504,81,13,52.83,4.06,13,0,1,52.83,0.0,0.0
2282,15505,52,97,3610.96,37.23,90,4,1,902.74,209.198557675079,-69.84800000000001
2283,15506,22,164,979.26,5.97,121,3,1,326.42,129.08233690168458,127.75
2284,15507,171,46,492.36,10.7,41,1,1,492.36,0.0,0.0
2285,15508,189,92,1000.27,10.87,78,4,1,333.42333333333335,206.51723713369145,-73.655
2286,15510,330,1,250.0,250.0,1,3,1,250.0,0.0,0.0
2287,15511,11,160,909.23,5.68,117,3,1,303.07666666666665,96.19861035032336,95.915
2288,15512,155,7,121.0,17.29,7,2,1,60.5,57.558491988584976,-81.4
2289,15513,33,308,14758.22,47.92,183,3,1,1475.822,722.2987171647045,25.96206060606061
2290,15514,12,178,4139.46,23.26,96,4,1,1034.865,814.5713438162838,-82.84
2291,15516,44,15,62.43,4.16,15,0,1,62.43,0.0,0.0
2292,15517,233,27,267.03,9.89,27,2,1,267.03,0.0,0.0
2293,15518,64,214,1942.45,9.08,135,6,1,388.49,150.5214212329926,-75.426
2294,15520,1,18,343.5,19.08,18,3,1,343.5,0.0,0.0
2295,15521,40,185,3000.2,16.22,116,2,1,500.0333333333333,174.63665934352576,-3.852571428571434
2296,15522,32,57,398.84,7.0,47,1,1,199.42,85.53163625232477,-120.95999999999998
2297,15523,84,10,412.0100000000001,41.2,10,4,1,412.0100000000001,0.0,0.0
2298,15524,24,1,440.0,440.0,1,1,1,440.0,0.0,0.0
2299,15525,2,177,823.42,4.65,132,2,1,274.47333333333336,69.00017705291293,0.3799999999999954
2300,15526,33,4,148.44,37.11,4,6,1,148.44,0.0,0.0
2301,15527,18,163,2429.78,14.91,127,0,1,347.1114285714285,217.2782084815511,53.61357142857143
2302,15528,254,26,229.33,8.82,26,2,1,229.33,0.0,0.0
2303,15529,22,671,3992.68,5.95,414,1,1,443.6311111111111,211.07714907377135,17.772500000000004
2304,15530,21,108,1502.35,13.91,90,3,1,375.5875,159.42281902224664,-91.843
2305,15531,8,228,2007.44,8.8,196,2,1,1003.72,733.3970113110634,-1037.1799999999998
2306,15532,25,255,1571.03,6.16,204,6,1,392.7575,103.59099458125372,-23.47700000000001
2307,15533,19,83,807.57,9.73,73,6,1,403.785,213.48260830803056,-301.91
2308,15535,173,75,536.4,7.15,55,6,1,178.79999999999998,98.54987113132113,-83.76500000000001
2309,15537,163,24,110.92,4.62,24,2,1,110.92,0.0,0.0
2310,15539,7,41,538.46,13.13,41,4,1,538.46,0.0,0.0
2311,15540,11,15,213.3,14.22,15,0,1,213.3,0.0,0.0
2312,15541,114,29,85.13000000000001,2.94,29,2,1,85.13000000000001,0.0,0.0
2313,15543,288,28,127.86,4.57,26,3,1,127.86,0.0,0.0
2314,15544,9,259,3546.71,13.69,122,4,1,506.67285714285714,223.30288897327216,1.053214285714284
2315,15545,54,81,292.72,3.61,78,6,1,146.36,15.598775592975253,22.06000000000003
2316,15547,7,702,4954.84,7.06,441,6,1,495.484,239.7332924638453,24.783757575757576
2317,15549,77,114,1689.51,14.82,103,3,1,563.17,455.4865248281227,-442.135
2318,15550,4,61,575.63,9.44,43,3,1,143.9075,7.139922385199077,2.6449999999999987
2319,15551,36,29,436.06,15.04,29,3,1,436.06,0.0,0.0
2320,15552,217,17,90.12,5.3,17,4,1,90.12,0.0,0.0
2321,15553,60,56,437.23,7.81,51,0,1,437.23,0.0,0.0
2322,15554,277,14,217.2,15.51,14,0,1,217.2,0.0,0.0
2323,15555,12,897,4802.18,5.35,400,6,1,533.5755555555556,329.8119377429777,17.00466666666667
2324,15556,24,31,279.77,9.02,31,1,1,279.77,0.0,0.0
2325,15557,28,20,473.65,23.68,16,4,1,473.65,0.0,0.0
2326,15561,11,27,800.5899999999999,29.65,27,0,1,266.86333333333334,83.5055664811235,42.58500000000001
2327,15562,351,1,134.55,134.55,1,3,1,134.55,0.0,0.0
2328,15563,22,111,1361.44,12.27,87,3,1,453.8133333333333,178.0993667404052,177.81500000000003
2329,15565,50,8,173.16000000000005,21.65,8,3,1,86.58000000000001,3.139554108468269,-4.439999999999998
2330,15567,18,7,186.01,26.57,7,0,1,186.01,0.0,0.0
2331,15568,2,53,758.29,14.31,27,2,1,252.7633333333333,73.88019039859962,53.72999999999999
2332,15569,103,31,1375.71,44.38,27,6,1,458.57,156.8738145771945,100.55
2333,15570,7,323,4165.52,12.9,231,3,1,520.69,435.4556759796078,-42.4309523809524
2334,15571,11,57,650.4300000000001,11.41,47,6,1,325.21500000000003,173.75734934097034,245.73000000000005
2335,15572,4,215,2552.86,11.87,166,0,1,510.572,236.63113704667015,-12.939999999999989
2336,15573,31,103,599.5,5.82,87,3,1,299.75,156.9069947452949,-221.9
2337,15574,177,168,702.25,4.18,131,3,1,351.125,338.03239674622904,-478.05
2338,15576,37,45,940.67,20.9,43,2,1,940.67,0.0,0.0
2339,15577,151,39,258.88,6.64,39,0,1,129.44,141.12437138921115,199.58
2340,15578,162,13,127.1,9.78,13,3,1,127.1,0.0,0.0
2341,15579,68,51,348.6,6.84,45,6,1,174.3,35.77960312803931,-50.6
2342,15581,156,146,721.63,4.94,133,2,1,144.326,125.22011811206696,-58.900000000000006
2343,15582,24,44,682.9100000000001,15.52,39,1,1,227.63666666666668,81.59058176856769,-81.105
2344,15584,23,123,725.11,5.9,89,2,1,181.2775,71.72474206994403,11.857
2345,15585,176,31,455.3,14.69,31,3,1,455.3,0.0,0.0
2346,15587,50,9,913.68,101.52,3,3,1,228.42,134.47642469964762,-46.584
2347,15589,255,29,478.53,16.5,28,1,1,239.265,76.81300964029465,108.63
2348,15592,46,24,388.58,16.19,24,0,1,388.58,0.0,0.0
2349,15593,70,5,199.8,39.96,5,4,1,199.8,0.0,0.0
2350,15594,15,103,1771.78,17.2,85,0,1,590.5933333333334,561.1224130555946,-1.2800000000000011
2351,15596,100,77,1406.59,18.27,51,3,1,281.318,153.7945596241948,-83.68
2352,15597,35,22,324.57,14.75,22,4,1,324.57,0.0,0.0
2353,15598,53,14,240.68,17.19,14,0,1,240.68,0.0,0.0
2354,15599,26,52,761.74,14.65,50,3,1,380.87,96.10995369887551,-135.91999999999996
2355,15601,11,410,6776.56,16.53,230,4,1,677.6560000000001,452.8632490964818,-110.692
2356,15602,8,46,1297.87,28.21,30,4,1,216.31166666666664,99.25751204149068,4.697428571428573
2357,15603,78,2,48.48,24.24,2,3,1,48.48,0.0,0.0
2358,15604,52,17,216.39,12.73,17,1,1,216.39,0.0,0.0
2359,15605,36,67,1198.23,17.88,61,4,1,239.646,62.9729650723229,23.905
2360,15606,61,77,2920.16,37.92,48,6,1,417.1657142857143,139.79568899613733,-13.11964285714286
2361,15607,336,13,104.76,8.06,13,4,1,104.76,0.0,0.0
2362,15608,28,60,1093.68,18.23,59,0,1,364.56,289.7673218290841,-81.64
2363,15609,184,16,298.48,18.66,16,2,1,298.48,0.0,0.0
2364,15610,51,6,112.46,18.74,6,2,1,112.46,0.0,0.0
2365,15611,9,41,1570.45,38.3,22,2,1,224.35,89.68945441540681,14.37892857142857
2366,15612,36,6,195.15,32.52,4,3,1,97.575,39.491913729268674,55.85
2367,15615,10,423,10399.74,24.59,184,1,1,1039.974,396.4894948363142,99.19539393939397
2368,15618,32,45,776.851,17.26,39,0,1,258.95033333333333,86.64349185214856,67.4895
2369,15619,10,3,336.4,112.13,3,1,1,336.4,0.0,0.0
2370,15620,56,100,1553.18,15.53,92,4,1,517.7266666666666,139.55621674914136,126.83999999999996
2371,15621,4,16,1293.03,80.81,11,0,1,646.515,563.4863228597479,-796.8900000000001
2372,15622,43,185,3709.56,20.05,169,3,1,741.912,507.71012297372994,-127.829
2373,15623,141,19,301.03000000000003,15.84,19,3,1,301.03000000000003,0.0,0.0
2374,15624,116,34,588.13,17.3,26,0,1,147.0325,62.62407065178692,-26.627
2375,15625,103,64,1534.26,23.97,44,0,1,511.42,232.60673184583464,-53.17000000000001
2376,15626,74,49,675.8,13.79,49,0,1,337.9,79.22424376414082,112.04000000000002
2377,15628,4,155,2870.24,18.52,85,2,1,358.78000000000003,160.1518933477127,1.4507142857142876
2378,15630,45,60,1186.35,19.77,57,1,1,593.175,277.63133549727416,392.63
2379,15632,15,167,3285.31,19.67,107,3,1,469.33,154.50219146234355,-32.55321428571428
2380,15634,17,15,243.55,16.24,15,1,1,243.55,0.0,0.0
2381,15636,89,25,724.76,28.99,20,6,1,362.38,78.74341115293394,111.36
2382,15637,52,15,223.36,14.89,15,1,1,223.36,0.0,0.0
2383,15639,134,25,425.32,17.01,25,3,1,425.32,0.0,0.0
2384,15640,4,484,12515.66,25.86,240,6,1,1251.566,685.7018096843879,-46.54557575757576
2385,15641,105,119,1887.2,15.86,102,2,1,629.0666666666667,346.74262505976003,136.72500000000002
2386,15643,191,33,664.0,20.12,31,2,1,332.0,7.212489168102756,-10.199999999999989
2387,15644,166,238,813.0,3.42,166,6,1,406.5,23.60322435600695,-33.379999999999995
2388,15645,18,51,611.59,11.99,49,0,1,611.59,0.0,0.0
2389,15646,157,35,447.64,12.79,35,3,1,149.21333333333334,41.10961606891183,-41.1
2390,15648,204,25,657.35,26.29,23,3,1,328.675,16.723075375061832,23.649999999999977
2391,15649,336,2,816.0,408.0,1,1,1,408.0,144.2497833620557,-204.0
2392,15651,36,32,646.3,20.2,27,3,1,323.15,135.52408568221375,191.66000000000005
2393,15652,91,21,337.74,16.08,21,4,1,337.74,0.0,0.0
2394,15653,92,6,877.44,146.24,4,1,1,438.72,552.5615230904158,781.44
2395,15654,9,21,922.53,43.93,15,2,1,922.53,0.0,0.0
2396,15655,243,34,560.6700000000001,16.49,34,6,1,560.6700000000001,0.0,0.0
2397,15656,45,47,748.5,15.93,46,1,1,187.125,87.85191688290017,1.8619999999999948
2398,15657,22,1,30.0,30.0,1,3,1,30.0,0.0,0.0
2399,15658,190,48,1024.1,21.34,40,3,1,204.82,182.37134711900333,-44.86500000000001
2400,15659,43,11,306.45,27.86,11,3,1,306.45,0.0,0.0
2401,15660,25,90,1600.86,17.79,55,3,1,266.81,108.92739728828556,31.35371428571429
2402,15661,317,5,309.8,61.96,4,2,1,309.8,0.0,0.0
2403,15663,106,9,138.14,15.35,9,3,1,138.14,0.0,0.0
2404,15664,50,17,386.43,22.73,17,3,1,386.43,0.0,0.0
2405,15665,168,116,2242.01,19.33,92,6,1,1121.005,502.3498705583591,-710.4300000000001
2406,15667,39,13,301.32000000000005,23.18,13,0,1,301.32000000000005,0.0,0.0
2407,15668,217,1,76.32000000000001,76.32,1,4,1,76.32000000000001,0.0,0.0
2408,15669,40,33,684.34,20.74,31,3,1,171.085,55.770047815411935,-34.514
2409,15670,296,12,173.05,14.42,12,2,1,173.05,0.0,0.0
2410,15671,18,78,2657.13,34.07,52,0,1,531.426,178.680686085542,31.657999999999998
2411,15673,88,155,2881.02,18.59,107,0,1,720.255,280.4337731087324,-107.708
2412,15674,73,113,2111.89,18.69,87,1,1,527.9725000000001,359.4404602874678,211.505
2413,15675,81,21,323.69,15.41,20,3,1,107.89666666666668,68.20326262968169,26.65000000000001
2414,15676,18,202,3435.76,17.01,191,4,1,1717.88,1159.7682582309278,1640.16
2415,15677,49,33,657.23,19.92,33,4,1,657.23,0.0,0.0
2416,15678,52,12,352.7,29.39,12,1,1,352.7,0.0,0.0
2417,15679,24,110,781.28,7.1,98,2,1,260.4266666666667,230.7472906305366,171.39999999999998
2418,15680,9,78,1333.68,17.1,61,2,1,444.56,119.19245907355044,-83.45999999999998
2419,15681,25,53,1426.16,26.91,32,4,1,475.3866666666667,214.469472264314,188.63
2420,15683,117,10,193.75,19.38,10,6,1,193.75,0.0,0.0
2421,15687,8,166,2993.1,18.03,119,2,1,427.5857142857143,157.5793932019817,-16.833571428571425
2422,15689,119,9,254.1,28.23,8,0,1,127.05,33.30472939388638,47.1
2423,15690,4,19,239.76,12.62,19,0,1,119.88,12.558216433873078,17.75999999999999
2424,15691,252,2,136.8,68.4,2,4,1,136.8,0.0,0.0
2425,15692,28,12,191.04,15.92,12,4,1,191.04,0.0,0.0
2426,15694,0,77,6464.4,83.95,41,3,1,718.2666666666667,326.8190120311241,59.22450000000001
2427,15695,266,22,409.98,18.64,22,4,1,409.98,0.0,0.0
2428,15696,33,171,2736.46,16.0,140,6,1,547.292,203.81682859862184,-28.475
2429,15699,17,18,309.65,17.2,18,1,1,309.65,0.0,0.0
2430,15700,172,86,696.68,8.1,85,6,1,696.68,0.0,0.0
2431,15701,2,237,1542.14,6.51,193,6,1,385.535,326.1138045222864,-147.012
2432,15703,264,5,211.5,42.3,5,6,1,211.5,0.0,0.0
2433,15704,140,117,2293.62,19.6,79,6,1,764.54,186.14633840073247,-76.27499999999998
2434,15705,201,6,143.1,23.85,6,6,1,143.1,0.0,0.0
2435,15706,63,55,1060.56,19.28,50,0,1,353.52,149.09616930022042,-134.125
2436,15707,35,214,945.58,4.42,126,3,1,315.1933333333333,152.1643540167451,70.585
2437,15708,40,288,3364.24,11.68,124,6,1,560.7066666666667,130.55900163016972,39.25942857142858
2438,15709,283,6,133.25,22.21,6,1,1,133.25,0.0,0.0
2439,15712,9,53,1072.36,20.23,41,4,1,214.47200000000004,89.88688263589967,-24.59500000000001
2440,15713,143,19,356.7,18.77,18,1,1,178.35000000000002,10.182337649086278,14.400000000000006
2441,15714,11,35,330.88,9.45,34,0,1,165.44,46.612479015817215,65.91999999999999
2442,15716,145,118,1118.81,9.48,101,6,1,279.7025,186.30056975668828,-86.737
2443,15717,234,7,150.3,21.47,7,1,1,150.3,0.0,0.0
2444,15719,32,936,5043.96,5.39,298,3,1,458.5418181818182,124.00168295778744,3.646545454545456
2445,15720,24,128,598.73,4.68,128,1,1,598.73,0.0,0.0
2446,15721,11,91,507.08,5.57,80,0,1,507.08,0.0,0.0
2447,15722,35,69,2222.56,32.21,45,1,1,555.64,211.22654836296817,162.868
2448,15723,364,41,203.1,4.95,37,4,1,203.1,0.0,0.0
2449,15724,201,11,218.25,19.84,11,6,1,109.125,7.742819253992702,10.950000000000005
2450,15725,15,32,415.25,12.98,32,3,1,415.25,0.0,0.0
2451,15727,16,302,5178.96,17.15,213,2,1,739.8514285714285,393.2274951572169,-91.05714285714284
2452,15729,212,5,85.0,17.0,5,2,1,85.0,0.0,0.0
2453,15730,65,70,1120.88,16.01,68,1,1,373.6266666666667,82.9824875099158,-61.88499999999999
2454,15732,212,14,294.12,21.01,13,2,1,147.06,12.671353518862942,17.920000000000016
2455,15733,282,10,162.3,16.23,10,2,1,162.3,0.0,0.0
2456,15734,114,26,1339.45,51.52,25,2,1,669.7250000000001,128.79950019312955,182.15
2457,15737,14,72,1205.12,16.74,60,0,1,241.02400000000003,139.38350200077485,-77.48100000000001
2458,15738,18,173,4812.42,27.82,46,0,1,401.035,158.9574023841837,-7.556083916083913
2459,15739,66,8,449.12,56.14,8,1,1,449.12,0.0,0.0
2460,15740,49,9,154.88,17.21,9,4,1,154.88,0.0,0.0
2461,15743,16,88,784.46,8.91,59,2,1,261.4866666666667,130.63707373228067,13.930000000000009
2462,15744,77,3,34.8,11.6,3,4,1,34.8,0.0,0.0
2463,15745,19,62,1094.59,17.65,57,6,1,364.8633333333334,105.63986479229013,91.995
2464,15746,134,28,196.88,7.03,28,3,1,196.88,0.0,0.0
2465,15747,12,93,974.04,10.47,52,6,1,324.68,92.26568321971068,90.96
2466,15748,40,21,149.31,7.11,19,6,1,149.31,0.0,0.0
2467,15750,2,293,2465.48,8.41,214,2,1,410.91333333333336,105.23891726289598,20.44514285714285
2468,15752,39,411,2637.38,6.42,236,0,1,376.7685714285714,107.44834750219466,33.91785714285714
2469,15753,304,1,79.2,79.2,1,1,1,79.2,0.0,0.0
2470,15754,51,28,458.57,16.38,24,1,1,152.85666666666668,59.9429114519251,31.675
2471,15755,10,141,2364.25,16.77,127,0,1,472.85,274.11382243513367,57.152
2472,15756,61,192,532.96,2.78,160,6,1,133.24,23.637057064420407,12.378
2473,15757,65,45,714.42,15.88,43,2,1,357.21000000000004,135.55236995346112,191.7
2474,15758,24,9,205.25,22.81,9,1,1,205.25,0.0,0.0
2475,15759,218,7,253.04,36.15,5,3,1,84.34666666666668,14.922752203710068,-14.620000000000005
2476,15762,65,37,583.75,15.78,37,4,1,291.875,33.14209483421349,-46.870000000000005
2477,15763,31,61,1086.92,17.82,58,4,1,543.46,29.656058402963843,41.940000000000055
2478,15764,88,180,3279.9700000000003,18.22,150,2,1,819.9925,682.883685868245,-234.4230000000001
2479,15766,64,11,315.06,28.64,11,3,1,315.06,0.0,0.0
2480,15768,115,27,621.83,23.03,23,3,1,207.27666666666664,127.6826050538339,-105.83499999999997
2481,15773,5,10,635.6800000000001,63.57,10,6,1,635.6800000000001,0.0,0.0
2482,15774,68,25,270.8,10.83,25,6,1,270.8,0.0,0.0
2483,15775,245,7,104.9,14.99,7,4,1,104.9,0.0,0.0
2484,15776,133,18,241.62,13.42,18,4,1,241.62,0.0,0.0
2485,15777,241,21,1047.11,49.86,18,1,1,349.0366666666667,48.95538819510409,-35.795000000000016
2486,15780,183,29,475.28,16.39,26,0,1,158.42666666666668,78.2435903658142,-52.315
2487,15781,25,20,345.46000000000004,17.27,20,0,1,115.15333333333336,27.716962916837293,25.405
2488,15782,9,43,2614.74,60.81,34,6,1,871.5799999999999,665.1086476659284,-593.9699999999999
2489,15783,10,14,246.3,17.59,14,1,1,246.3,0.0,0.0
2490,15785,32,83,2328.9700000000003,28.06,58,3,1,582.2425000000001,270.7783583640564,-86.27100000000002
2491,15786,46,267,4932.2,18.47,257,2,1,2466.1000000000004,982.5107303230842,-1389.48
2492,15787,26,206,948.05,4.6,156,6,1,474.025,25.491199461775025,-36.05000000000001
2493,15789,358,25,351.3,14.05,25,3,1,351.3,0.0,0.0
2494,15790,10,35,220.85,6.31,34,1,1,220.85,0.0,0.0
2495,15791,43,75,1612.69,21.5,66,3,1,806.345,589.5785630855314,-833.79
2496,15793,14,12,965.61,80.47,6,0,1,321.87,27.495095926364765,23.485000000000014
2497,15795,149,42,610.01,14.52,42,2,1,610.01,0.0,0.0
2498,15796,1,132,2710.56,20.53,69,6,1,387.2228571428572,121.07176600599136,-5.760357142857141
2499,15797,113,7,2192.4,313.2,7,1,1,730.8000000000001,662.2510702143107,-564.0
2500,15799,75,98,884.14,9.02,94,6,1,294.7133333333333,122.94074236530922,41.339999999999975
2501,15800,107,119,699.08,5.87,116,2,1,349.54,148.5489925916699,210.08
2502,15801,46,64,1063.95,16.62,61,0,1,531.975,558.2678748145911,789.51
2503,15803,51,8,415.8200000000001,51.98,8,2,1,415.8200000000001,0.0,0.0
2504,15804,0,262,4206.39,16.05,170,2,1,525.79875,205.9957537313746,-15.4972619047619
2505,15805,23,301,5528.4800000000005,18.37,220,3,1,691.0600000000001,378.7802160318605,45.73
2506,15806,46,31,784.58,25.31,24,1,1,261.5266666666667,39.43309439206278,-18.830000000000013
2507,15807,50,48,903.9,18.83,48,4,1,451.9500000000001,259.7203207298189,-367.3
2508,15808,306,208,3734.97,17.96,142,6,1,1244.99,870.2771767086621,-749.3249999999999
2509,15809,36,35,515.77,14.74,31,3,1,103.154,68.63240765119639,-21.200000000000003
2510,15810,78,89,1391.98,15.64,66,2,1,347.995,218.6127102892236,-100.932
2511,15811,22,133,2218.62,16.68,117,3,1,443.724,30.09141954112502,3.246999999999997
2512,15812,107,41,1801.14,43.93,36,4,1,360.228,154.20360216285485,-4.873999999999995
2513,15813,207,40,1303.91,32.6,40,3,1,651.9549999999999,167.86007878587446,-237.39
2514,15814,16,72,1945.33,27.02,63,3,1,972.665,209.7066580964944,-296.57000000000005
2515,15815,63,49,2100.6,42.87,33,4,1,420.12,113.29007988345673,-37.458
2516,15819,49,123,1905.45,15.49,96,1,1,476.3625,140.80866838254903,-108.81499999999998
2517,15820,319,17,206.98,12.18,17,0,1,206.98,0.0,0.0
2518,15821,44,62,570.96,9.21,57,6,1,570.96,0.0,0.0
2519,15822,3,33,885.47,26.83,28,1,1,442.735,3.585031380615771,5.069999999999993
2520,15825,172,20,532.94,26.65,20,0,1,532.94,0.0,0.0
2521,15826,56,68,1654.31,24.33,64,4,1,827.155,151.54005427608908,214.3100000000001
2522,15827,73,115,1836.09,15.97,72,3,1,183.609,57.935481442722136,7.586242424242424
2523,15829,99,51,636.14,12.47,44,4,1,318.07,10.422753954689718,-14.740000000000007
2524,15830,37,39,576.0,14.77,39,2,1,576.0,0.0,0.0
2525,15831,58,68,801.76,11.79,63,2,1,267.25333333333333,111.07241436708456,20.35499999999999
2526,15832,254,54,836.79,15.5,54,2,1,836.79,0.0,0.0
2527,15834,70,272,2231.25,8.2,241,0,1,743.75,464.6921652018678,-418.4699999999999
2528,15835,44,50,954.09,19.08,47,3,1,238.5225,59.97165017739631,-6.759000000000006
2529,15836,50,10,137.37,13.74,10,3,1,137.37,0.0,0.0
2530,15837,64,24,391.98,16.33,24,3,1,391.98,0.0,0.0
2531,15839,33,62,1048.49,16.91,56,1,1,349.49666666666667,124.4061929058732,-20.52500000000001
2532,15840,58,27,355.56,13.17,26,0,1,177.78,90.45309944938316,-127.92000000000002
2533,15841,72,47,1224.06,26.04,36,2,1,408.02,177.37896493101996,139.60000000000002
2534,15843,303,8,118.95,14.87,8,2,1,118.95,0.0,0.0
2535,15844,46,11,130.73999999999998,11.89,11,0,1,130.73999999999998,0.0,0.0
2536,15845,17,138,3711.77,26.9,97,4,1,530.2528571428571,218.37252045638937,17.932499999999994
2537,15847,38,22,389.27,17.69,22,1,1,194.635,19.735350262916548,27.91
2538,15850,19,97,238.85,2.46,87,6,1,119.425,0.7707463914933392,1.0900000000000034
2539,15852,186,22,160.71,7.31,22,3,1,80.355,32.32185096803709,-45.71000000000001
2540,15853,51,30,110.8,3.69,29,2,1,110.8,0.0,0.0
2541,15854,4,140,2974.65,21.25,105,0,1,330.51666666666665,128.03958382078568,9.408166666666668
2542,15855,136,80,712.24,8.9,59,1,1,142.448,56.19138608363385,30.928000000000004
2543,15856,4,644,16386.31,25.44,294,4,1,1489.6645454545455,930.0308384711082,48.234727272727255
2544,15857,18,14,297.0,21.21,14,0,1,297.0,0.0,0.0
2545,15858,15,191,1438.85,7.53,145,1,1,287.77,119.91398271260944,-54.04100000000001
2546,15860,40,142,977.21,6.88,105,4,1,162.86833333333334,88.16731263153406,-8.563714285714285
2547,15861,12,546,3165.36,5.8,339,6,1,791.34,471.3958458309393,240.36400000000003
2548,15862,8,147,832.88,5.67,142,3,1,208.22,98.67919165997796,-51.13000000000001
2549,15863,25,18,68.84,3.82,18,0,1,34.42,35.666466043049454,50.44
2550,15864,22,20,1936.32,96.82,16,3,1,387.264,169.2505476505172,77.96999999999998
2551,15865,40,40,895.13,22.38,37,1,1,298.37666666666667,13.486735458714,-11.325000000000015
2552,15866,101,45,230.53,5.12,43,1,1,230.53,0.0,0.0
2553,15867,5,459,3806.1,8.29,301,0,1,317.175,132.22206228366525,-4.265174825174827
2554,15869,277,15,149.64,9.98,13,0,1,149.64,0.0,0.0
2555,15870,32,76,354.09000000000003,4.66,68,0,1,354.09000000000003,0.0,0.0
2556,15872,14,128,360.93,2.82,101,4,1,360.93,0.0,0.0
2557,15874,63,120,4405.88,36.72,110,4,1,734.3133333333334,824.1512489019638,179.11714285714285
2558,15877,1,129,493.28,3.82,122,1,1,246.64,6.194255403194179,8.76000000000002
2559,15880,369,105,343.28,3.27,95,6,1,343.28,0.0,0.0
2560,15881,312,29,501.39,17.29,26,0,1,250.695,134.97961346070005,190.89
2561,15882,198,22,514.08,23.37,22,0,1,257.04,158.39191898578665,-224.0
2562,15883,2,49,396.48,8.09,42,2,1,198.24,77.04635487808622,108.96
2563,15885,93,16,349.35,21.83,16,2,1,349.35,0.0,0.0
2564,15886,60,12,181.09,15.09,12,0,1,181.09,0.0,0.0
2565,15888,80,10,162.64,16.26,10,1,1,162.64,0.0,0.0
2566,15889,156,91,427.57,4.7,78,6,1,213.785,114.1765319581918,-161.46999999999997
